#L energy(eV)  Id  If  I0  I1  I2  Is  time log(I0/I1)

  7156.26  3.7185  2.6392  2.7854  3.7313  0.2703 5   3.00 -0.2924
  7157.58  3.7199  2.6369  2.7849  3.7404  0.2737 1   3.00 -0.2950
  7158.93  3.7192  2.6412  2.7866  3.7480  0.2751 2   3.00 -0.2964
  7160.29  3.7214  2.6564  2.7873  3.7467  0.2756 2   3.01 -0.2958
  7161.68  3.7119  2.6792  2.7909  3.7406  0.2770 0   3.01 -0.2929
  7163.08  3.7240  2.7063  2.7907  3.7287  0.2796 2   3.01 -0.2898
  7164.50  3.7238  2.7353  2.7860  3.7051  0.2816 2   3.01 -0.2851
  7165.94  3.7264  2.7708  2.7908  3.6932  0.2838 2   3.01 -0.2802
  7167.40  3.7284  2.8106  2.7964  3.6822  0.2854 0   3.01 -0.2752
  7168.88  3.7205  2.8485  2.7964  3.6586  0.2861 1   3.01 -0.2687
  7170.38  3.7326  2.8873  2.8003  3.6459  0.2892 1   3.02 -0.2639
  7171.89  3.7334  2.9221  2.7993  3.6252  0.2942 0   3.02 -0.2586
  7173.43  3.7355  2.9639  2.7973  3.5969  0.3010 2   3.02 -0.2514
  7174.99  3.7362  3.0143  2.8040  3.5758  0.3104 0   3.02 -0.2431
  7176.56  3.7267  3.0564  2.8091  3.5588  0.3212 0   3.03 -0.2366
  7178.15  3.7382  3.0799  2.8080  3.5430  0.3298 1   3.03 -0.2325
  7179.76  3.7421  3.1065  2.8132  3.5381  0.3348 3   3.03 -0.2293
  7181.40  3.7470  3.1253  2.8128  3.5269  0.3338 0   3.04 -0.2262
  7183.05  3.7531  3.1540  2.8206  3.5268  0.3313 1   3.04 -0.2234
  7184.72  3.7495  3.1732  2.8263  3.5284  0.3256 3   3.04 -0.2219
  7186.40  3.7666  3.1871  2.8281  3.5271  0.3160 0   3.05 -0.2209
  7188.11  3.7733  3.1996  2.8313  3.5325  0.3054 2   3.05 -0.2213
  7189.84  3.7821  3.2100  2.8353  3.5404  0.2950 3   3.06 -0.2221
  7191.58  3.7907  3.2156  2.8394  3.5534  0.2845 1   3.06 -0.2243
  7193.35  3.7885  3.2307  2.8484  3.5691  0.2778 0   3.07 -0.2256
  7195.13  3.8056  3.2283  2.8550  3.5921  0.2790 2   3.07 -0.2297
  7196.93  3.8107  3.2284  2.8578  3.6081  0.2869 1   3.08 -0.2331
  7198.75  3.8164  3.2247  2.8642  3.6363  0.3003 0   3.09 -0.2387
  7200.59  3.8114  3.2188  2.8694  3.6616  0.3169 3   3.09 -0.2438
  7202.45  3.8272  3.2143  2.8777  3.6952  0.3369 0   3.10 -0.2500
  7204.33  3.8316  3.2011  2.8842  3.7306  0.3584 0   3.11 -0.2573
  7206.23  3.8390  3.1925  2.8888  3.7629  0.3753 2   3.11 -0.2644
  7208.15  3.8374  3.1821  2.8970  3.8035  0.3811 0   3.12 -0.2723
  7210.08  3.8603  3.1704  2.9030  3.8348  0.3680 3   3.13 -0.2784
  7212.04  3.8760  3.1557  2.9054  3.8680  0.3392 0   3.14 -0.2862
  7214.01  3.8943  3.1559  2.9244  3.9232  0.3058 0   3.15 -0.2938
  7216.01  3.9015  3.1529  2.9319  3.9568  0.2752 1   3.16 -0.2998
  7218.02  3.9278  3.1471  2.9372  3.9894  0.2547 2   3.17 -0.3062
  7220.05  3.9403  3.1442  2.9449  4.0244  0.2471 7   3.18 -0.3123
  7222.10  3.9573  3.1486  2.9566  4.0612  0.2531 2   3.19 -0.3174
  7224.17  3.9573  3.1550  2.9671  4.0918  0.2718 2   3.20 -0.3214
  7226.26  3.9759  3.1669  2.9784  4.1247  0.2999 5   3.21 -0.3256
  7228.36  3.9832  3.1738  2.9884  4.1517  0.3333 4   3.22 -0.3288
  7230.49  3.9937  3.1894  3.0019  4.1828  0.3700 4   3.24 -0.3317
  7232.64  3.9938  3.2108  3.0158  4.2089  0.4062 0   3.25 -0.3333
  7234.80  4.0133  3.2291  3.0254  4.2284  0.4354 3   3.26 -0.3348
  7236.98  4.0272  3.2538  3.0382  4.2500  0.4532 4   3.28 -0.3357
  7239.19  4.0437  3.2793  3.0491  4.2673  0.4588 0   3.29 -0.3361
  7241.41  4.0516  3.3128  3.0664  4.2898  0.4548 2   3.31 -0.3357
  7243.65  4.0829  3.3422  3.0771  4.3038  0.4425 1   3.32 -0.3355
  7245.91  4.1072  3.3803  3.0976  4.3329  0.4310 2   3.34 -0.3356
  7248.19  4.1301  3.4082  3.1095  4.3475  0.4233 3   3.35 -0.3351
  7250.49  4.1407  3.4472  3.1246  4.3625  0.4238 3   3.37 -0.3338
  7252.80  4.1698  3.4772  3.1398  4.3833  0.4329 1   3.39 -0.3337
  7255.14  4.1910  3.5172  3.1584  4.4087  0.4436 2   3.40 -0.3335
  7257.49  4.2125  3.5466  3.1725  4.4275  0.4476 1   3.42 -0.3333
  7259.87  4.2284  3.5925  3.1952  4.4541  0.4442 2   3.44 -0.3322
  7262.26  4.2631  3.6253  3.2128  4.4820  0.4381 1   3.46 -0.3329
  7264.67  4.2894  3.6262  3.2290  4.5332  0.4360 4   3.48 -0.3393
  7267.10  4.3080  3.6942  3.2501  4.5439  0.4308 4   3.50 -0.3351
  7269.55  4.3425  3.7191  3.2665  4.5768  0.4229 2   3.52 -0.3373
  7272.02  4.3754  3.7455  3.2849  4.6131  0.4111 2   3.54 -0.3396
  7274.51  4.3944  3.7826  3.3134  4.6627  0.4042 1   3.57 -0.3416
  7277.02  4.4338  3.7995  3.3290  4.7034  0.4022 2   3.59 -0.3456
  7279.54  4.4652  3.8244  3.3513  4.7536  0.4006 4   3.61 -0.3496
  7282.09  4.4849  3.8520  3.3778  4.8101  0.3963 1   3.64 -0.3535
  7284.65  4.5270  3.8625  3.3977  4.8688  0.3913 3   3.66 -0.3597
  7287.24  4.5613  3.8785  3.4176  4.9164  0.3880 0   3.69 -0.3636
  7289.84  4.5829  3.9046  3.4431  4.9795  0.3965 1   3.71 -0.3690
  7292.46  4.6213  3.9275  3.4728  5.0501  0.4204 1   3.74 -0.3744
  7295.10  4.6506  3.9424  3.4968  5.1132  0.4541 2   3.77 -0.3800
  7297.76  4.6706  3.9681  3.5215  5.1722  0.4900 0   3.80 -0.3844
  7300.44  4.7099  3.9897  3.5478  5.2391  0.5236 2   3.83 -0.3898
  7303.14  4.7411  4.0161  3.5762  5.3075  0.5530 2   3.85 -0.3948
  7305.86  4.7653  4.0428  3.6043  5.3726  0.5763 4   3.88 -0.3992
  7308.59  4.8127  4.0739  3.6333  5.4420  0.5923 0   3.92 -0.4040
  7311.35  4.8461  4.0962  3.6591  5.5046  0.6009 3   3.95 -0.4084
